moyenne,mediane,ecartType,variance,symetrie,kurtosis,harmonique,appareil
-0.000,-0.000,0.000,-0.000,0.553,0.000,-0.007,LaundryDrier
-0.001,-0.000,-0.000,-0.000,1.229,0.059,-0.007,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.720,0.012,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.000,-0.000,0.998,0.036,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.919,0.030,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.000,-0.000,1.487,0.096,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.553,0.000,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.258,-0.013,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.510,-0.001,-0.007,LaundryDrier
0.012,0.009,0.019,0.000,-1.476,0.022,0.107,LaundryDrier
0.011,0.009,0.024,0.000,-1.017,-0.009,0.124,LaundryDrier
0.001,0.000,-0.002,-0.000,-3.371,0.829,0.154,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.218,-0.013,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
0.000,-0.000,0.001,-0.000,-0.132,-0.021,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.233,-0.016,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.000,-0.000,0.866,0.024,-0.007,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.720,0.012,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.598,0.007,-0.007,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.866,0.024,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.000,-0.000,1.932,0.156,-0.007,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.353,-0.011,-0.007,LaundryDrier
-0.000,-0.000,-0.000,-0.000,0.070,-0.018,-0.006,LaundryDrier
-0.001,-0.000,-0.001,-0.000,1.431,0.084,-0.007,LaundryDrier
-0.000,-0.000,0.000,-0.000,0.553,0.000,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,-0.000,-0.000,-0.290,-0.026,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.000,-0.000,-0.075,-0.025,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,-0.316,-0.027,-0.006,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.000,-0.000,0.001,-0.000,0.107,-0.020,-0.007,LaundryDrier
-0.001,-0.000,-0.002,-0.000,-0.317,-0.039,-0.008,LaundryDrier
-0.001,-0.000,-0.001,-0.000,1.612,0.108,-0.007,LaundryDrier
-0.001,-0.000,-0.000,-0.000,0.954,0.038,-0.007,LaundryDrier
0.025,0.022,0.059,0.000,-4.926,0.409,0.034,LaundryDrier
0.025,0.022,0.061,0.000,-4.619,0.357,0.379,LaundryDrier
0.025,0.022,0.063,0.000,-4.565,0.349,0.034,LaundryDrier
0.024,0.022,0.071,0.000,-3.786,0.239,0.051,LaundryDrier
0.018,0.022,0.115,0.000,-1.098,0.017,0.018,LaundryDrier
-0.000,-0.000,0.005,-0.000,2.848,0.166,-0.002,LaundryDrier
0.000,-0.000,0.007,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.546,0.135,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.578,0.063,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.844,0.076,-0.002,LaundryDrier
-0.000,-0.000,0.004,-0.000,2.578,0.147,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.209,0.104,-0.002,LaundryDrier
-0.000,-0.000,0.001,-0.000,2.955,0.185,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.430,0.057,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.848,0.166,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.001,-0.000,3.124,0.198,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.546,0.135,-0.002,LaundryDrier
-0.000,-0.000,0.005,-0.000,2.814,0.164,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.363,0.044,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.004,-0.000,2.417,0.135,-0.001,LaundryDrier
-0.000,-0.000,0.007,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.004,-0.000,2.546,0.135,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,3.012,0.195,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.209,0.104,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,1.363,0.044,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,3.380,0.229,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
0.026,0.022,0.061,0.000,-4.737,0.382,0.060,LaundryDrier
0.024,0.022,0.085,0.000,-2.988,0.145,0.046,LaundryDrier
0.026,0.022,0.051,0.000,-5.665,0.556,0.089,LaundryDrier
0.001,0.001,-0.001,-0.000,-13.718,3.534,0.030,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.437,0.132,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.142,0.101,-0.001,LaundryDrier
-0.000,-0.000,0.007,-0.000,1.822,0.073,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,-0.177,0.001,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
0.000,-0.000,0.004,-0.000,0.383,0.008,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
0.000,0.000,0.005,-0.000,0.034,0.008,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.339,0.044,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,0.827,0.022,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.546,0.135,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,3.380,0.229,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.546,0.135,-0.002,LaundryDrier
0.000,-0.000,0.006,-0.000,1.154,0.052,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.004,-0.000,1.613,0.074,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.545,0.144,-0.002,LaundryDrier
0.000,0.000,0.005,-0.000,-0.043,0.006,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.848,0.166,-0.002,LaundryDrier
0.000,-0.000,0.006,-0.000,1.794,0.073,-0.001,LaundryDrier
0.001,0.001,0.007,-0.000,0.169,0.026,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
0.000,-0.000,0.005,-0.000,0.874,0.042,-0.001,LaundryDrier
0.000,0.001,0.004,-0.000,-0.616,0.008,-0.001,LaundryDrier
-0.000,-0.000,0.001,-0.000,3.428,0.257,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.363,0.044,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,-0.000,-0.000,1.363,0.044,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,2.209,0.104,-0.002,LaundryDrier
0.000,-0.000,0.006,-0.000,0.673,0.022,-0.001,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.586,0.065,-0.001,LaundryDrier
-0.000,-0.000,0.007,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.373,0.045,-0.001,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.546,0.135,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.116,0.039,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,0.003,-0.000,1.824,0.074,-0.002,LaundryDrier
-0.000,-0.000,0.002,-0.000,2.544,0.135,-0.002,LaundryDrier
0.000,-0.000,0.005,-0.000,0.613,0.025,-0.001,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
-0.000,-0.000,-0.002,-0.000,-0.177,-0.031,-0.002,LaundryDrier
