moyenne,mediane,ecartType,variance,symetrie,kurtosis,harmonique,appareil
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.076,0.075,0.737,0.043,1.436,0.130,0.093,Refrigerator
0.059,0.058,-0.021,-0.002,0.077,-0.007,0.077,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.018,0.022,0.031,-0.001,-0.389,0.002,0.010,Refrigerator
0.066,0.062,0.148,0.001,0.368,0.004,0.082,Refrigerator
0.019,0.018,-0.059,-0.002,0.019,-0.008,0.029,Refrigerator
0.016,0.022,0.073,-0.000,-0.296,-0.003,-0.002,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.058,0.058,0.003,-0.002,-0.606,0.035,0.068,Refrigerator
0.074,0.075,0.014,-0.001,0.375,0.009,0.094,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.057,0.058,0.010,-0.002,-0.409,0.030,0.067,Refrigerator
0.109,0.071,0.535,0.023,0.004,-0.008,0.116,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.006,0.018,0.178,0.002,-0.105,-0.008,-0.023,Refrigerator
-0.002,0.009,0.172,0.002,-0.047,-0.008,-0.023,Refrigerator
0.074,0.058,0.395,0.013,0.155,-0.007,0.085,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.075,0.075,-0.028,-0.002,0.870,0.077,0.096,Refrigerator
0.062,0.058,0.113,0.000,0.348,0.004,0.077,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
-0.032,-0.032,-0.084,-0.002,-0.006,-0.009,-0.034,Refrigerator
0.055,0.054,-0.007,-0.002,-0.607,0.040,0.067,Refrigerator
0.072,0.075,0.033,-0.001,0.138,0.046,0.083,Refrigerator
0.058,0.058,-0.020,-0.002,0.119,-0.006,0.076,Refrigerator
0.018,0.018,-0.028,-0.001,-0.007,-0.003,0.020,Refrigerator
0.019,0.019,-0.016,-0.001,-0.031,-0.004,0.020,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.019,0.020,0.003,-0.001,0.166,0.008,0.021,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,0.196,0.004,0.272,0.015,0.021,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,0.272,0.008,0.270,0.014,0.022,Refrigerator
0.020,0.020,-0.020,-0.001,-0.016,-0.004,0.022,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.021,0.021,0.052,-0.000,0.220,0.011,0.022,Refrigerator
0.020,0.021,-0.020,-0.001,-0.007,-0.004,0.022,Refrigerator
0.021,0.021,0.302,0.009,0.248,0.012,0.023,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.021,0.010,-0.001,-0.215,0.005,0.017,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,0.023,-0.000,-0.173,0.002,0.015,Refrigerator
0.020,0.021,-0.008,-0.001,-0.154,0.001,0.022,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,0.016,-0.001,-0.181,0.002,0.017,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,0.162,0.003,0.348,0.025,0.022,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
-0.016,-0.016,-0.049,-0.001,-0.039,-0.004,-0.016,Refrigerator
0.020,0.020,-0.020,-0.001,-0.006,-0.004,0.022,Refrigerator
0.022,0.022,0.375,0.006,0.752,0.033,0.024,Refrigerator
0.024,0.024,-0.003,-0.001,0.004,-0.001,0.025,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.025,0.026,0.062,-0.000,-0.304,0.004,0.026,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.026,0.026,-0.009,-0.001,0.037,-0.001,0.028,Refrigerator
0.027,0.027,0.012,-0.001,0.034,-0.001,0.029,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.028,0.027,0.860,0.031,0.399,0.007,0.029,Refrigerator
0.027,0.028,0.069,-0.000,-0.187,0.002,0.029,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.028,0.028,0.017,-0.001,0.036,-0.001,0.030,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
0.027,0.028,0.157,0.001,-0.228,0.002,0.020,Refrigerator
-0.013,-0.014,0.086,-0.000,0.022,-0.001,-0.014,Refrigerator
0.026,0.026,0.028,-0.001,0.022,-0.001,0.028,Refrigerator
-0.014,-0.014,-0.078,-0.001,-0.006,-0.002,-0.014,Refrigerator
